     8.323419968e+00     5.147950860e-01
     8.323444421e+00     5.147774773e-01
     8.323468873e+00     5.147598683e-01
     8.323493326e+00     5.147422589e-01
     8.323517779e+00     5.147246491e-01
     8.323542232e+00     5.147070389e-01
     8.323566684e+00     5.146894284e-01
     8.323591137e+00     5.146718174e-01
     8.323615590e+00     5.146542062e-01
     8.323640042e+00     5.146365945e-01
     8.323664495e+00     5.146189825e-01
     8.323688948e+00     5.146013701e-01
     8.323713401e+00     5.145837573e-01
     8.323737853e+00     5.145661442e-01
     8.323762306e+00     5.145485306e-01
     8.323786759e+00     5.145309167e-01
     8.323811211e+00     5.145133025e-01
     8.323835664e+00     5.144956878e-01
     8.323860117e+00     5.144780728e-01
     8.323884570e+00     5.144604574e-01
     8.323909022e+00     5.144428417e-01
     8.323933475e+00     5.144252256e-01
     8.323957928e+00     5.144076091e-01
     8.323982380e+00     5.143899922e-01
     8.324006833e+00     5.143723750e-01
     8.324031286e+00     5.143547573e-01
     8.324055739e+00     5.143371393e-01
     8.324080191e+00     5.143195210e-01
     8.324104644e+00     5.143019023e-01
     8.324129097e+00     5.142842832e-01
     8.324153549e+00     5.142666637e-01
     8.324178002e+00     5.142490438e-01
     8.324202455e+00     5.142314236e-01
     8.324226908e+00     5.142138030e-01
     8.324251360e+00     5.141961821e-01
     8.324275813e+00     5.141785607e-01
     8.324300266e+00     5.141609390e-01
     8.324324718e+00     5.141433169e-01
     8.324349171e+00     5.141256945e-01
     8.324373624e+00     5.141080717e-01
     8.324398077e+00     5.140904485e-01
     8.324422529e+00     5.140728249e-01
     8.324446982e+00     5.140552010e-01
     8.324471435e+00     5.140375767e-01
     8.324495887e+00     5.140199520e-01
     8.324520340e+00     5.140023269e-01
     8.324544793e+00     5.139847015e-01
     8.324569246e+00     5.139670757e-01
     8.324593698e+00     5.139494496e-01
     8.324618151e+00     5.139318230e-01
     8.324642604e+00     5.139141961e-01
     8.324667056e+00     5.138965688e-01
     8.324691509e+00     5.138789412e-01
     8.324715962e+00     5.138613132e-01
     8.324740415e+00     5.138436848e-01
     8.324764867e+00     5.138260560e-01
     8.324789320e+00     5.138084269e-01
     8.324813773e+00     5.137907974e-01
     8.324838225e+00     5.137731675e-01
     8.324862678e+00     5.137555372e-01
     8.324887131e+00     5.137379066e-01
     8.324911584e+00     5.137202756e-01
     8.324936036e+00     5.137026443e-01
     8.324960489e+00     5.136850126e-01
     8.324984942e+00     5.136673805e-01
     8.325009394e+00     5.136497480e-01
     8.325033847e+00     5.136321151e-01
     8.325058300e+00     5.136144819e-01
     8.325082753e+00     5.135968483e-01
     8.325107205e+00     5.135792144e-01
     8.325131658e+00     5.135615801e-01
     8.325156111e+00     5.135439454e-01
     8.325180564e+00     5.135263103e-01
     8.325205016e+00     5.135086749e-01
     8.325229469e+00     5.134910391e-01
     8.325253922e+00     5.134734029e-01
     8.325278374e+00     5.134557663e-01
     8.325302827e+00     5.134381294e-01
     8.325327280e+00     5.134204921e-01
     8.325351733e+00     5.134028545e-01
     8.325376185e+00     5.133852164e-01
     8.325400638e+00     5.133675780e-01
     8.325425091e+00     5.133499393e-01
     8.325449543e+00     5.133323001e-01
     8.325473996e+00     5.133146606e-01
     8.325498449e+00     5.132970207e-01
     8.325522902e+00     5.132793805e-01
     8.325547354e+00     5.132617399e-01
     8.325571807e+00     5.132440989e-01
     8.325596260e+00     5.132264575e-01
     8.325620712e+00     5.132088158e-01
     8.325645165e+00     5.131911737e-01
     8.325669618e+00     5.131735312e-01
     8.325694071e+00     5.131558884e-01
     8.325718523e+00     5.131382452e-01
     8.325742976e+00     5.131206016e-01
     8.325767429e+00     5.131029576e-01
     8.325791881e+00     5.130853133e-01
     8.325816334e+00     5.130676686e-01
     8.325840787e+00     5.130500236e-01
     8.325865240e+00     5.130323781e-01
     8.325889692e+00     5.130147323e-01
     8.325914145e+00     5.129970862e-01
     8.325938598e+00     5.129794396e-01
     8.325963050e+00     5.129617927e-01
     8.325987503e+00     5.129441455e-01
     8.326011956e+00     5.129264978e-01
     8.326036409e+00     5.129088498e-01
     8.326060861e+00     5.128912014e-01
     8.326085314e+00     5.128735527e-01
     8.326109767e+00     5.128559036e-01
     8.326134219e+00     5.128382541e-01
     8.326158672e+00     5.128206042e-01
     8.326183125e+00     5.128029540e-01
     8.326207578e+00     5.127853034e-01
     8.326232030e+00     5.127676524e-01
     8.326256483e+00     5.127500011e-01
     8.326280936e+00     5.127323494e-01
     8.326305388e+00     5.127146973e-01
     8.326329841e+00     5.126970449e-01
     8.326354294e+00     5.126793921e-01
     8.326378747e+00     5.126617389e-01
     8.326403199e+00     5.126440853e-01
     8.326427652e+00     5.126264314e-01
     8.326452105e+00     5.126087771e-01
     8.326476557e+00     5.125911225e-01
     8.326501010e+00     5.125734674e-01
     8.326525463e+00     5.125558121e-01
     8.326549916e+00     5.125381563e-01
     8.326574368e+00     5.125205002e-01
     8.326598821e+00     5.125028437e-01
     8.326623274e+00     5.124851868e-01
     8.326647726e+00     5.124675296e-01
     8.326672179e+00     5.124498720e-01
     8.326696632e+00     5.124322140e-01
     8.326721085e+00     5.124145557e-01
     8.326745537e+00     5.123968969e-01
     8.326769990e+00     5.123792379e-01
     8.326794443e+00     5.123615784e-01
     8.326818895e+00     5.123439186e-01
     8.326843348e+00     5.123262584e-01
     8.326867801e+00     5.123085979e-01
     8.326892254e+00     5.122909370e-01
     8.326916706e+00     5.122732757e-01
     8.326941159e+00     5.122556140e-01
     8.326965612e+00     5.122379520e-01
     8.326990064e+00     5.122202896e-01
     8.327014517e+00     5.122026269e-01
     8.327038970e+00     5.121849637e-01
     8.327063423e+00     5.121673002e-01
     8.327087875e+00     5.121496364e-01
     8.327112328e+00     5.121319721e-01
     8.327136781e+00     5.121143076e-01
     8.327161233e+00     5.120966426e-01
     8.327185686e+00     5.120789773e-01
     8.327210139e+00     5.120613116e-01
     8.327234592e+00     5.120436455e-01
     8.327259044e+00     5.120259791e-01
     8.327283497e+00     5.120083123e-01
     8.327307950e+00     5.119906451e-01
     8.327332402e+00     5.119729775e-01
     8.327356855e+00     5.119553096e-01
     8.327381308e+00     5.119376414e-01
     8.327405761e+00     5.119199727e-01
     8.327430213e+00     5.119023037e-01
     8.327454666e+00     5.118846343e-01
     8.327479119e+00     5.118669646e-01
     8.327503571e+00     5.118492945e-01
     8.327528024e+00     5.118316240e-01
     8.327552477e+00     5.118139532e-01
     8.327576930e+00     5.117962820e-01
     8.327601382e+00     5.117786104e-01
     8.327625835e+00     5.117609384e-01
     8.327650288e+00     5.117432661e-01
     8.327674740e+00     5.117255935e-01
     8.327699193e+00     5.117079204e-01
     8.327723646e+00     5.116902470e-01
     8.327748099e+00     5.116725732e-01
     8.327772551e+00     5.116548991e-01
     8.327797004e+00     5.116372246e-01
     8.327821457e+00     5.116195497e-01
     8.327845909e+00     5.116018744e-01
     8.327870362e+00     5.115841988e-01
     8.327894815e+00     5.115665228e-01
     8.327919268e+00     5.115488465e-01
     8.327943720e+00     5.115311698e-01
     8.327968173e+00     5.115134927e-01
     8.327992626e+00     5.114958152e-01
     8.328017078e+00     5.114781374e-01
     8.328041531e+00     5.114604593e-01
     8.328065984e+00     5.114427807e-01
     8.328090437e+00     5.114251018e-01
     8.328114889e+00     5.114074225e-01
     8.328139342e+00     5.113897429e-01
     8.328163795e+00     5.113720629e-01
     8.328188247e+00     5.113543825e-01
     8.328212700e+00     5.113367017e-01
     8.328237153e+00     5.113190206e-01
     8.328261606e+00     5.113013392e-01
     8.328286058e+00     5.112836573e-01
     8.328310511e+00     5.112659751e-01
     8.328334964e+00     5.112482925e-01
     8.328359416e+00     5.112306096e-01
     8.328383869e+00     5.112129263e-01
     8.328408322e+00     5.111952426e-01
     8.328432775e+00     5.111775586e-01
     8.328457227e+00     5.111598742e-01
     8.328481680e+00     5.111421894e-01
     8.328506133e+00     5.111245043e-01
     8.328530585e+00     5.111068187e-01
     8.328555038e+00     5.110891329e-01
     8.328579491e+00     5.110714466e-01
     8.328603944e+00     5.110537600e-01
     8.328628396e+00     5.110360731e-01
     8.328652849e+00     5.110183857e-01
     8.328677302e+00     5.110006981e-01
     8.328701755e+00     5.109830100e-01
     8.328726207e+00     5.109653216e-01
     8.328750660e+00     5.109476328e-01
     8.328775113e+00     5.109299436e-01
     8.328799565e+00     5.109122541e-01
     8.328824018e+00     5.108945642e-01
     8.328848471e+00     5.108768739e-01
     8.328872924e+00     5.108591833e-01
     8.328897376e+00     5.108414923e-01
     8.328921829e+00     5.108238010e-01
